id,created_at,user_id,slant,complexity,entertainment,sentiment
17,2024-04-25 21:11:35.340764+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,100,0,0,0
18,2024-04-25 21:47:29.259827+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,100,0,0,0
19,2024-04-26 16:39:10.626853+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,100,0,0
20,2024-04-26 16:40:14.655075+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,100
21,2024-04-26 16:59:53.225851+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,100,0
22,2024-04-26 17:00:25.100965+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,100
23,2024-04-26 17:01:21.868151+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
24,2024-04-26 17:02:59.775201+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
25,2024-04-26 17:03:15.020474+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,0,0,0,0
26,2024-04-27 03:43:33.735135+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
27,2024-04-27 11:02:38.633368+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
28,2024-04-27 13:48:19.865581+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
29,2024-04-27 13:48:28.580206+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,0,0,0,0
30,2024-04-27 13:49:30.910147+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
31,2024-04-27 13:53:29.409866+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
32,2024-04-27 13:53:39.751544+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,100,0,0
33,2024-04-27 13:53:54.176908+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
34,2024-04-27 14:03:26.239064+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,100,0
35,2024-04-27 14:30:50.436707+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,100,0,0,0
36,2024-04-27 15:16:02.879751+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
37,2024-04-27 15:17:18.384113+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
38,2024-04-27 15:17:26.065933+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,100,0
39,2024-04-27 15:19:10.208923+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
40,2024-04-27 21:18:31.58682+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,100,0,0,0
41,2024-04-27 21:18:48.626488+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,0,0,0,0
42,2024-04-28 10:25:41.586575+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
43,2024-04-28 10:25:49.756934+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,100,0
44,2024-04-28 10:26:53.571533+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
45,2024-04-28 10:27:00.378622+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,100
46,2024-04-28 10:27:16.056069+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,100,0
47,2024-04-28 10:27:38.679916+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,100,0,0
48,2024-04-28 10:27:45.816674+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
49,2024-04-28 10:27:56.709231+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
50,2024-04-28 10:28:01.087367+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,0,0,0,0
51,2024-04-28 10:28:11.074613+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
52,2024-04-28 10:35:37.622808+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
53,2024-04-28 10:35:59.512572+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,100,0,0
54,2024-04-28 10:36:26.957031+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
55,2024-04-28 10:36:33.853835+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,100,0,0
56,2024-04-28 10:39:45.81491+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
57,2024-04-28 10:40:31.503768+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
58,2024-04-28 10:40:42.97008+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,0,0,0,0
59,2024-04-28 10:41:01.508931+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
60,2024-04-28 10:41:58.422701+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,0,0,0,0
61,2024-04-28 10:44:17.614511+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,0,0,0,0
62,2024-04-28 10:45:46.127308+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
63,2024-04-28 10:46:06.259308+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
64,2024-04-28 10:47:32.035898+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
65,2024-04-28 10:47:39.801497+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,100,0
66,2024-04-28 10:48:18.005356+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
67,2024-04-28 10:48:24.40343+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,100
68,2024-04-28 10:49:17.557206+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,100
69,2024-04-28 10:49:23.400502+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
70,2024-04-28 20:24:52.83338+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
71,2024-04-29 07:43:32.98278+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
72,2024-04-29 12:34:41.067269+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,100,0,0
73,2024-04-29 13:30:21.359454+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
74,2024-04-29 14:06:50.790351+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,0,0,0,0
75,2024-04-29 15:01:19.823475+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
76,2024-04-29 15:04:43.92644+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,100,0,0,0
77,2024-04-29 15:04:47.239983+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,100,0,0,0
78,2024-04-29 16:23:14.248526+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,0,0,0,0
79,2024-04-29 16:24:59.920705+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,0,0,0,0
80,2024-04-29 16:26:48.704062+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,0,0,0,0
81,2024-04-29 16:26:58.348593+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,100,0,0,0
82,2024-04-29 16:28:52.844903+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,0,0,0,0
83,2024-04-29 16:29:00.260562+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
84,2024-04-29 16:32:18.547572+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
85,2024-04-29 16:32:26.888949+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
86,2024-04-29 16:42:41.434806+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
87,2024-04-29 16:42:46.521545+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,100,0,0,0
88,2024-04-29 16:42:52.8437+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,0,0,0,0
89,2024-04-29 16:48:04.896589+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
90,2024-04-29 16:48:12.628694+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
91,2024-04-29 17:19:13.753205+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
92,2024-04-29 17:19:40.048559+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,100
93,2024-04-29 17:19:48.605933+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
94,2024-04-29 17:19:56.388035+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,100
95,2024-04-29 17:20:32.79623+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
96,2024-04-29 17:21:15.071971+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,100,0,0
97,2024-04-29 17:21:56.496475+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
98,2024-04-29 17:23:44.164135+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,0,0,0,0
99,2024-04-29 17:37:53.971419+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
100,2024-04-29 17:46:42.851521+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,0,0,0,0
101,2024-04-29 17:51:21.824781+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,0,0,0,0
102,2024-04-29 17:51:37.230755+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
103,2024-04-29 17:51:42.107549+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,100,0,0,0
104,2024-04-29 17:51:46.601114+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,0,0,0,0
105,2024-04-29 17:52:19.174307+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
106,2024-04-29 17:52:25.739409+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,100,0,0
107,2024-04-29 17:52:32.88139+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
108,2024-04-29 17:52:36.800659+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,0,0,0,0
109,2024-04-29 17:57:34.847345+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,100,0,0,0
110,2024-04-29 17:58:46.40913+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
111,2024-04-29 17:58:50.096476+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,0,0,0,0
112,2024-04-29 17:59:00.521558+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,100,0,0
113,2024-04-29 18:03:42.664022+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,100
114,2024-04-29 18:03:49.494305+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,100
115,2024-04-29 18:04:28.578859+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,100,0
116,2024-04-29 18:04:36.820331+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
117,2024-04-29 18:04:46.7861+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,100,0
118,2024-04-29 18:05:14.561973+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
119,2024-04-29 18:08:59.837161+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,100,0,0,0
120,2024-04-29 18:13:49.623709+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,100,0,0,0
121,2024-04-29 18:14:03.951926+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,0,0,0,0
122,2024-04-29 18:14:10.044746+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
123,2024-04-29 18:14:14.116783+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,100
124,2024-04-29 18:14:22.036951+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,100,0
125,2024-04-29 18:14:28.618171+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,100,0,0
126,2024-04-29 18:15:09.63355+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
127,2024-04-29 18:15:21.036223+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
128,2024-04-29 18:15:28.900942+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,0,0,0,0
129,2024-04-29 18:15:34.876422+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,100,0,0
130,2024-04-29 18:15:40.410486+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,100,0
131,2024-04-29 18:15:47.48059+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,100
132,2024-04-29 18:16:03.738573+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
133,2024-04-29 18:16:08.223887+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
134,2024-04-29 18:25:09.191474+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
135,2024-04-29 18:25:24.754366+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,100,0,0
136,2024-04-29 18:25:41.977346+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
137,2024-04-29 18:27:22.81184+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,0,0,0,0
138,2024-04-29 18:27:48.158386+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
139,2024-04-29 18:32:03.714824+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
140,2024-04-29 18:37:13.752801+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
141,2024-04-29 18:49:53.609959+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
142,2024-04-29 18:50:07.463821+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
143,2024-04-29 18:50:23.36243+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
144,2024-04-29 18:50:53.850738+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
145,2024-04-29 18:51:14.620256+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
146,2024-04-29 19:06:23.154743+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,100,0,0
147,2024-04-29 19:06:33.878069+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
148,2024-04-29 19:27:40.347804+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
149,2024-04-29 19:27:51.342571+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,100,0
150,2024-04-29 19:29:54.152968+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
151,2024-04-29 19:35:12.138352+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
152,2024-04-29 19:45:15.608352+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
153,2024-04-29 20:40:27.687712+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
154,2024-04-29 21:26:37.702899+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
155,2024-04-29 21:35:26.480637+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
156,2024-04-29 21:35:31.533744+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
157,2024-04-29 21:35:43.13602+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
158,2024-04-29 21:35:54.609062+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
159,2024-04-29 21:36:20.071274+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
160,2024-04-29 21:36:26.805634+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
161,2024-04-29 21:36:39.470993+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
162,2024-04-29 21:37:02.006911+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,0
163,2024-04-29 23:57:31.879958+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,100
164,2024-04-30 00:21:21.878609+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
165,2024-04-30 04:12:41.580054+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,100,0,0,0
166,2024-04-30 04:21:43.479031+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,100,0,0
167,2024-04-30 04:22:11.396638+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,100
168,2024-04-30 04:41:13.753207+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
169,2024-04-30 07:22:56.604573+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
170,2024-04-30 08:15:43.25836+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,100,0,0
171,2024-04-30 12:45:20.926626+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
172,2024-04-30 16:11:18.1956+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,100
173,2024-04-30 16:17:12.842171+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,100
174,2024-04-30 16:17:56.265856+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,100
175,2024-04-30 16:32:28.167452+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,100
176,2024-04-30 17:47:21.988037+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,100
177,2024-04-30 18:44:48.345991+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,100
178,2024-04-30 18:44:48.97825+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,100
179,2024-04-30 19:26:21.521926+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,100
180,2024-04-30 19:30:50.933931+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
181,2024-04-30 20:24:20.277444+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,50,0,0,100
182,2024-04-30 20:32:28.307821+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,50,0,0,0
