id,created_at,user_id,path
170,2024-04-25 21:11:23.399888+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/economy/2056798a-0be2-4d4b-bb61-29169aefe8c5/us-economy-resilience-questions-fed-rate-cuts?
171,2024-04-25 21:11:29.805814+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/settings?
172,2024-04-25 21:11:37.996577+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/home?
173,2024-04-25 21:46:09.305188+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/economy?
174,2024-04-25 21:46:10.690952+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/politics?
175,2024-04-25 21:46:12.895694+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/home?
176,2024-04-25 21:46:14.077626+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/politics?
177,2024-04-25 21:46:17.014573+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/economy?
178,2024-04-25 21:46:18.560429+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/home?
179,2024-04-25 21:46:25.468687+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/politics?
180,2024-04-25 21:46:26.444732+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/economy?
181,2024-04-25 21:46:33.743779+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/settings?
182,2024-04-25 21:46:35.827313+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/home?
183,2024-04-25 21:46:52.752989+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/settings?
184,2024-04-25 21:46:54.90868+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/home?
185,2024-04-25 21:46:57.806116+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/settings?
186,2024-04-25 21:47:00.113691+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/home?
187,2024-04-25 21:47:03.178549+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/settings?
188,2024-04-25 21:47:06.105321+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/home?
189,2024-04-25 21:47:13.15076+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/settings?
190,2024-04-25 21:47:19.775117+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/home?
191,2024-04-25 21:47:37.62614+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/politics?
192,2024-04-25 21:47:38.533864+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/home?
193,2024-04-25 21:47:40.075078+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/economy/2056798a-0be2-4d4b-bb61-29169aefe8c5/us-economy-resilience-questions-fed-rate-cuts?
194,2024-04-25 21:47:44.620172+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/politics?
195,2024-04-25 21:47:52.321937+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/economy?
196,2024-04-25 21:47:53.052372+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/home?
197,2024-04-26 03:59:11.553622+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
198,2024-04-26 04:02:39.448885+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
199,2024-04-26 04:02:41.026885+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
200,2024-04-26 16:39:06.481453+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
201,2024-04-26 16:39:11.800113+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
202,2024-04-26 16:54:58.24058+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/2056798a-0be2-4d4b-bb61-29169aefe8c5/us-economy-resilience-questions-fed-rate-cuts?
203,2024-04-26 16:55:33.955069+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
204,2024-04-26 16:56:18.066225+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/politics?
205,2024-04-26 16:56:38.529839+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
206,2024-04-26 16:56:48.399765+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/2056798a-0be2-4d4b-bb61-29169aefe8c5/us-economy-resilience-questions-fed-rate-cuts?
207,2024-04-26 16:59:48.749963+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/settings?
208,2024-04-26 16:59:55.788568+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
209,2024-04-26 17:00:21.108695+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/settings?
210,2024-04-26 17:00:27.135944+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
211,2024-04-27 03:43:28.493417+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
212,2024-04-27 11:02:27.109131+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
213,2024-04-27 11:02:39.887436+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
214,2024-04-27 13:44:34.35848+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
215,2024-04-27 13:44:58.178347+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy?
216,2024-04-27 13:44:58.686879+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
217,2024-04-27 13:45:01.129428+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/a6fed0c1-533c-4e14-b4d7-e007d800fd80/us-economy-resilience-questions-fed-rate-cuts?
218,2024-04-27 13:45:20.277128+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
219,2024-04-27 13:46:48.221167+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/84909186-fd60-47e5-8996-3d099a23a632/us-economy-resilience-questions-fed-rate-cuts?
220,2024-04-27 13:47:11.219026+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
221,2024-04-27 13:48:53.072231+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/2056798a-0be2-4d4b-bb61-29169aefe8c5/us-economy-resilience-questions-fed-rate-cuts?
222,2024-04-27 13:49:49.821923+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
223,2024-04-27 13:50:03.434509+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/settings?
224,2024-04-27 13:50:15.726216+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
225,2024-04-27 13:53:48.016743+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/fd88b8e9-3b3c-4e8d-bd9e-fed3217b8185/us-economy-resilience-questions-fed-rate-cuts?
226,2024-04-27 13:53:49.823872+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
227,2024-04-27 13:56:19.382504+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
228,2024-04-27 14:03:14.492886+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
229,2024-04-27 14:03:27.054211+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
230,2024-04-27 14:30:48.466463+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
231,2024-04-27 14:32:26.504972+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/preference?
232,2024-04-27 14:32:26.732409+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/preference?
233,2024-04-27 15:15:57.813911+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
234,2024-04-27 15:16:03.95075+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
235,2024-04-27 15:17:49.630344+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
236,2024-04-27 15:18:27.891662+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
237,2024-04-27 15:18:35.443491+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
238,2024-04-27 15:19:08.997596+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
239,2024-04-27 15:19:11.09901+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
240,2024-04-27 15:28:23.483927+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
241,2024-04-27 21:18:26.999493+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/?
242,2024-04-27 21:18:32.663125+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/home?
243,2024-04-28 09:40:24.07099+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
244,2024-04-28 10:25:40.096696+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
245,2024-04-28 10:25:42.538993+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
246,2024-04-28 10:25:43.645758+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/2056798a-0be2-4d4b-bb61-29169aefe8c5/us-economy-resilience-questions-fed-rate-cuts?
247,2024-04-28 10:49:10.254058+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
248,2024-04-28 10:49:11.695293+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/84909186-fd60-47e5-8996-3d099a23a632/us-economy-resilience-questions-fed-rate-cuts?
249,2024-04-28 20:24:50.437208+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
250,2024-04-28 20:24:54.242867+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
251,2024-04-29 07:43:29.662416+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
252,2024-04-29 07:43:33.945963+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
253,2024-04-29 07:43:38.216166+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/fd88b8e9-3b3c-4e8d-bd9e-fed3217b8185/us-economy-resilience-questions-fed-rate-cuts?
254,2024-04-29 07:43:41.104395+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
255,2024-04-29 12:34:37.895365+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
256,2024-04-29 12:34:42.126942+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
257,2024-04-29 12:35:03.152548+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/politics?
258,2024-04-29 12:35:04.439281+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
259,2024-04-29 13:29:27.396877+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
260,2024-04-29 13:30:22.485449+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
261,2024-04-29 13:30:27.509658+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/2056798a-0be2-4d4b-bb61-29169aefe8c5/us-economy-resilience-questions-fed-rate-cuts?
262,2024-04-29 13:30:36.371535+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
263,2024-04-29 13:42:00.851868+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
264,2024-04-29 14:06:29.143068+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/?
265,2024-04-29 14:06:38.548463+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/?
266,2024-04-29 14:06:51.951301+00,user_2fbBaikFt78ejPPwICvSZ9frqY8,/home?
267,2024-04-29 14:07:45.495901+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
268,2024-04-29 14:07:52.277064+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
269,2024-04-29 14:08:12.573195+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
270,2024-04-29 14:08:42.328839+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
271,2024-04-29 14:12:34.215381+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/a6fed0c1-533c-4e14-b4d7-e007d800fd80/us-economy-resilience-questions-fed-rate-cuts?
272,2024-04-29 14:16:22.729024+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
273,2024-04-29 14:24:38.427299+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy?
274,2024-04-29 14:24:40.101155+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
275,2024-04-29 14:24:40.997375+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy?
276,2024-04-29 14:24:44.03362+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/politics?
277,2024-04-29 14:24:45.014779+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy?
278,2024-04-29 14:24:46.632743+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
279,2024-04-29 14:24:50.125096+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
280,2024-04-29 14:52:32.78632+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
281,2024-04-29 14:54:48.278031+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
282,2024-04-29 14:54:48.429894+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
283,2024-04-29 14:56:23.632741+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
284,2024-04-29 14:56:23.773114+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
285,2024-04-29 14:59:16.756083+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
286,2024-04-29 14:59:16.903349+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
287,2024-04-29 14:59:40.907397+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
288,2024-04-29 14:59:41.024015+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
289,2024-04-29 14:59:48.209658+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
290,2024-04-29 14:59:48.329049+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
291,2024-04-29 15:00:08.849353+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
292,2024-04-29 15:00:08.959561+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
293,2024-04-29 15:01:09.957108+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
294,2024-04-29 15:04:34.257007+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
295,2024-04-29 15:04:34.365581+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
296,2024-04-29 15:04:48.21139+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
297,2024-04-29 15:04:56.817075+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
298,2024-04-29 15:04:56.910516+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
299,2024-04-29 15:47:08.099544+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
300,2024-04-29 15:47:08.226101+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
301,2024-04-29 15:47:09.651509+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/84909186-fd60-47e5-8996-3d099a23a632/us-economy-resilience-questions-fed-rate-cuts?
302,2024-04-29 15:47:09.762498+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/84909186-fd60-47e5-8996-3d099a23a632/us-economy-resilience-questions-fed-rate-cuts?
303,2024-04-29 15:52:39.6276+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/84909186-fd60-47e5-8996-3d099a23a632/us-economy-resilience-questions-fed-rate-cuts?
304,2024-04-29 15:52:39.860016+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/84909186-fd60-47e5-8996-3d099a23a632/us-economy-resilience-questions-fed-rate-cuts?
305,2024-04-29 15:56:21.28759+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/84909186-fd60-47e5-8996-3d099a23a632/us-economy-resilience-questions-fed-rate-cuts?
306,2024-04-29 15:56:21.379301+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/84909186-fd60-47e5-8996-3d099a23a632/us-economy-resilience-questions-fed-rate-cuts?
307,2024-04-29 15:56:59.274682+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
308,2024-04-29 15:57:06.522381+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/politics?
309,2024-04-29 15:57:08.964344+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy?
310,2024-04-29 15:57:12.541594+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
311,2024-04-29 15:58:01.396338+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/2056798a-0be2-4d4b-bb61-29169aefe8c5/us-economy-resilience-questions-fed-rate-cuts?
312,2024-04-29 15:58:07.318548+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
313,2024-04-29 16:05:43.662614+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
314,2024-04-29 16:05:43.770049+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
315,2024-04-29 16:14:01.867901+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
316,2024-04-29 16:14:01.952889+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
317,2024-04-29 16:14:11.723972+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/settings?
318,2024-04-29 16:14:27.537718+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/settings?
319,2024-04-29 16:14:27.624227+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/settings?
320,2024-04-29 16:17:25.812874+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/settings?
321,2024-04-29 16:17:25.915342+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/settings?
322,2024-04-29 16:22:43.545466+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/settings?
323,2024-04-29 16:22:43.686816+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/settings?
324,2024-04-29 16:22:50.192607+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
325,2024-04-29 16:24:19.71815+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
326,2024-04-29 16:24:19.82051+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
327,2024-04-29 16:26:44.525913+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
328,2024-04-29 16:26:44.73784+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/?
329,2024-04-29 16:26:59.734682+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
330,2024-04-29 16:28:08.630522+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
331,2024-04-29 16:28:23.924932+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/2056798a-0be2-4d4b-bb61-29169aefe8c5/us-economy-resilience-questions-fed-rate-cuts?
332,2024-04-29 16:28:29.683573+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
333,2024-04-29 16:28:30.01803+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
334,2024-04-29 16:28:36.633192+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/settings?
335,2024-04-29 16:28:43.570174+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?
336,2024-04-29 16:28:49.661848+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
337,2024-04-29 16:28:57.226494+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/2056798a-0be2-4d4b-bb61-29169aefe8c5/us-economy-resilience-questions-fed-rate-cuts?
338,2024-04-29 16:29:05.141295+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
339,2024-04-29 16:29:11.890479+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
340,2024-04-29 16:29:12.168109+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
341,2024-04-29 16:32:14.8381+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?
342,2024-04-29 16:32:19.486651+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?
